,text,first_name,last_name,gender,archetype,label,count,max_proper_mention,poss,agent,patient,mod
18000615,"Continuation of the worldwide hit Violet Eden Chapters
Love will kill us all.
Angels are real. They aren't always kind. Violet Eden is certain of all this because she is Grigori - part angel, part human. She has felt the influence of both light and dark.
When Hell unleashes its worst, Violet must embrace every facet of her angel self to save the people she cares about and the world as she knows it. But death is not the worst thing that Violet will face. For her, the endless question 'Can love conquer all?' will finally be answered.",Violet,Eden,female,Hero,MASTERY,10,Violet Eden,"[('self', 1)]","[('felt', 1), ('embrace', 1), ('cares', 1), ('knows', 1), ('face', 1)]",[],"[('certain', 1), ('angel', 1)]"
11201519,"What would you do if you were born to be a predator? Would you fight your natural instincts or give in to your nature?
Eden is a soul eater closing in on her awakening. Her family has convinced her that soon she will have to take a life in order to save her own. It's a decision Eden doesn't want to deal with even as her hunger for souls grows stronger every day.
To complicate her impossible position, new guy in school Noah Valois' determination to befriend her puts Eden in touch with a humanity she's never known. Addicted to his company, his friendship and affection, she becomes more and more terrified that giving into her hunger will mean losing him forever...
... But when she discovers that Noah is not what he seems, his betrayal forces her to face two choices. One will offer her revenge and the destruction of a boy she loved. The other may offer her a life of eternal redemption...",Eden,,female,Lover,BELONGING,31,Eden,"[('life', 3), ('average', 1), ('monster', 1), ('relationship', 1), ('past', 1), ('awareness', 1), ('adjustment', 1), ('trust', 1)]","[('want', 1), ('listen', 1), ('agonizes', 1), ('had', 1), ('contains', 1), ('becomes', 1), ('forgive', 1)]","[('befriend', 1), ('test', 1), ('expected', 1), ('tempted', 1), ('betrayed', 1), ('blame', 1)]","[('eater', 1), ('girl', 1), ('assignment', 1)]"
2498675,"DISILLUSIONED WITH HIS childhood faith, Jon longs to restore that sense of belonging to something greater than himself. Enter Jeremiah, magnetic and mysterious founder of the Brotherhood of the Hebetheus. In Jon, Jeremiah finds a willing disciple for his ""new"" religion, and an eager participant in the Brotherhood's daring plan: they will kidnap a classmate who Jeremiah believes is part of a terrorist cell. By foiling her plot to blow up their school, the boys of the Hebetheus will command the world's attention, show a righteous religion as the only real tool to thwart terrorism, and become avenging heroes.
But fate and faith have a twist in store for Jon as the captive girl they call Snake causes him to confront the reflection of what he's become in her eyes. Will the appeal of a blind faith be enough to sustain Jon's allegiance? Or will he be unable to deny the viper glimpsed within himself?",Jon,,male,Outlaw,MASTERY,12,Jon,"[('story', 2), ('allegiance', 1)]","[('confront', 1)]","[('become', 1)]","[('unable', 1)]"
22960811,"Revenge. That's all that's left for witch hunter Rhett Carter. The magic-born have stripped everything from him--killed his friends, cursed his warlock father, shattered his future--leaving him bare and broken, but not dead. Their mistake.
When Rhett and Laney are suddenly thrust in different directions, Rhett must decide who to trust and who to kill. Backed by his trusty canine sidekick Hex, Rhett will embark on his deadliest mission yet, one that will lead him directly toward those who want him dead, pushing his unique resistance to magic to the edge and back again as he tries to remove his father's curse.
Separated from Rhett, Laney seeks to understand the strange changes to her sister, Trish, who's believed to be the last living Clairvoyant, and what role she's destined to play in the future of humankind.
Wrapped around everything are four major groups: the Necromancers, the Changelings, the witch hunters, and New America, the remnants of humanity. When the major forces are brought together for an epic battle, the fate of the world hangs in the balance.",Rhett,Carter,male,Hero,MASTERY,59,Rhett,"[('father', 3), ('friends', 2), ('future', 1), ('Hex', 1), ('mission', 1), ('resistance', 1), ('point', 1), ('way', 1), ('sister', 1), ('evolution', 1)]","[('has', 3), ('decide', 1), ('embark', 1), ('tries', 1), ('learns', 1), ('worked', 1), ('loved', 1), ('discovers', 1), ('developed', 1), ('became', 1)]","[('leaving', 1), ('thrust', 1), ('lead', 1), ('set', 1), ('crushing', 1), ('watching', 1), ('loved', 1), ('love', 1), ('separated', 1), ('enjoyed', 1)]","[('player', 1)]"
13418583,"When Tomas was six, someone -- something-- tried to drown him. And burn him to a crisp. Tomas survived, but whatever was trying to kill him freaked out his parents enough to convince them to move from Slovakia to the United States.
Now sixteen-year-old Tomas and his family are back in Slovakia, and that somethingstill lurks somewhere. Nearby. It wants to drown him again and put his soul in a teacup. And that's not all. There's also the fire vila, the water ghost, pitchfork-happy city folk, and Death herself who are after him.
If Tomas wants to survive, he'll have to embrace the meaning behind the Slovak proverb, So smrtou este nik zmluvu neurobil. With Death, nobody makes a pact.",Slovak,,other,None,NONE,0,,,,,
14576524,"Centuries ago, the people of Earth sent Ship into space. Deep within its core, it carried the seed of humankind. More than twenty years have passed since Ship left its children, the seed of humanity, on an uninhabited, earthlike planet--a planet they named Home. Zoheret and her companions started settlements and had children of their own. But, as onboard Ship, there was conflict, and soon after their arrival, Zoheret's old nemesis, Ho, left the original settlement to establish his own settlement far away. When Ho's daughter, sixteen-year-old Nuy, spies three strangers headed toward their settlement, the hostility between the two groups of old shipmates begins anew and threatens to engulf the children of both settlements. Can the divided settlers face the challenges of adapting to their new environment in spite of their conflicts? And if they do, will they lose their humanity in the process?",Ho,,male,Ruler,STABILITY,11,Ho,"[('group', 2), ('settlement', 1), ('daughter', 1), ('people', 1)]","[('wastes', 1), ('strike', 1), ('form', 1), ('journey', 1)]",[],[]
25861100,"WHEN ISABELLA SWAN MOVES TO THEgloomy town of Forks and meets the mysterious, alluring Edward Cullen, her life takes a thrilling and terrifying turn. With his porcelain skin, golden eyes, mesmerizing voice, and supernatural gifts, Edward is both irresistible and enigmatic.
WHAT BELLA DOESN'T REALIZE IS THE CLOSERshe gets to him, the more she is putting herself and those around her at risk. And, it might be too late to turn back...
DEEPLY SEDUCTIVE AND EXTRAORDINARILYsuspenseful, Twilighthas enraptured millions and become a modern classic, redefining genres within young adult literature and inspiring a phenomenon that has had readers yearning for more.
This special tenth anniversary dual edition includes a foreword by the author as well as a complete reimagining of the original novel. Turn this book over to read Life and Death.
/
WHEN BEAUFORT SWAN MOVES TO THEgloomy town of Forks and meets the mysterious, alluring Edythe Cullen, his life takes a thrilling and terrifying turn. With her porcelain skin, golden eyes, mesmerizing voice, and supernatural gifts, Edythe is both irresistible and enigmatic.
WHAT BEAU DOESN'T REALIZE IS THEcloser he gets to her, the more he is putting himself and those around him at risk. And, it might be too late to turn back...
IN CELEBRATION OF THE TENTH ANNIVERSARYof Twilight, Stephenie Meyer has crafted Life and Death, a bold and compelling reimagining of the iconic love story that will surprise and enthrall readers. This special dual edition includes a foreword by the author as well as the complete original novel. Turn this book over to read Twilight.",Edythe,Cullen,female,Lover,BELONGING,10,Edythe,[],"[('laughed', 1)]","[('meets', 1), ('love', 1), ('forced', 1)]","[('irresistible', 1), ('enigmatic', 1), ('crush', 1)]"
13575509,"There's still so much Daire Santos has to learn about being the last Soul Seeker....and about herself. As her magical training becomes more intense, so does her relationship with Dace. But when she learns that his connection to the evil Richter family goes far deeper than she ever imagined, she begins to question if love really can conquer all.
Dace is painfully aware that he wouldn't exist if it wasn't for the Richters' dark magic--and now his brother Cade is determined to use his love for Daire against him. Dace is willing to sacrifice anything to protect the girl he loves --including his own life. But will Daire allow it? And what if defeating Cade costs not only his life, but his soul too?",Dace,,male,Lover,BELONGING,18,Dace,"[('brother', 2), ('life', 2), ('soul', 2), ('connection', 1), ('connect', 1), ('eyes', 1)]","[('exist', 1), ('loves', 1), ('hunting', 1), ('came', 1), ('liked', 1)]",[],"[('aware', 1), ('willing', 1), ('life', 1)]"
1699905,"Ah, Christmas! Gemma Doyle is looking forward to a holiday from Spence Academy, spending time with her friends in the city, attending ritzy balls, and on a somber note, tending to her ailing father. As she prepares to ring in the New Year, 1896, a handsome young man, Lord Denby, has set his sights on Gemma, or so it seems. Yet amidst the distractions of London, Gemma's visions intensify-visions of three girls dressed in white, to whom something horrific has happened, something only the realms can explain. . . .
The lure is strong, and before long, Gemma, Felicity, and Ann are turning flowers into butterflies in the enchanted world of the realms that Gemma alone can bring them to. To the girls' great joy, their beloved Pippa is there as well, eager to complete their circle of friendship.
But all is not well in the realms-or out. The mysterious Kartik has reappeared, telling Gemma she must find the Temple and bind the magic, else great disaster will befall her. Gemma's willing to do his intrusive bidding, despite the dangers it brings, for it means she will meet up with her mother's greatest friend-and now her foe, Circe. Until Circe is destroyed, Gemma cannot live out her destiny. But finding Circe proves a most perilous task. From the Hardcover edition.",Gemma,Doyle,female,Hero,MASTERY,32,Gemma,"[('friends', 1), ('father', 1), ('visions', 1), ('mother', 1), ('foe', 1), ('destiny', 1), ('world', 1), ('nemesis', 1), ('brother', 1), ('conscience', 1)]","[('looking', 1), ('prepares', 1), ('turning', 1), ('bring', 1), ('find', 1), ('bind', 1), ('means', 1), ('meet', 1), ('live', 1), ('destroyed', 1)]","[('telling', 1), ('befall', 1)]","[('harm', 1)]"
17689281,"Saylor Grayson makes herself sick. Literally.
She ate her first needle when she was seven. Now, at nineteen, she's been kicked out of college for poisoning herself with laxatives. The shrinks call it Munchausen Syndrome. All Saylor knows is that when she's ill, her normally distant mother pays attention and the doctors and nurses make her feel special.
Then she meets Drew Dean, the leader of a local support group for those with terminal diseases. When he mistakes her for a new member, Saylor knows she should correct him. But she can't bring herself to, not after she's welcomed into a new circle of friends. Friends who, like Drew, all have illnesses ready to claim their independence or their lives.
For the first time, Saylor finds out what it feels like to be in love, to have friends who genuinely care about her. But secrets have a way of revealing themselves. What will happen when Saylor's is out?",Saylor,Grayson,female,Lover,BELONGING,107,Saylor,"[('mother', 3), ('therapist', 3), ('syndrome', 3), ('parents', 2), ('body', 2), ('life', 2), ('needle', 1), ('attention', 1), ('dote', 1), ('father', 1)]","[('meets', 4), ('makes', 3), ('has', 2), ('begins', 2), ('ate', 1), ('feel', 1), ('remember', 1), ('do', 1), ('tells', 1), ('volunteer', 1)]","[('kicked', 1), ('poisoning', 1), ('embraced', 1), ('sicken', 1), ('asked', 1), ('set', 1), ('done', 1), ('liking', 1), ('understood', 1), ('like', 1)]","[('ill', 1), ('member', 1), ('dead', 1), ('pretty', 1), ('nice', 1), ('respectful', 1)]"
20748712,"Phaedra Jones' life is perfect. She loves her small coastal town and the beach, graduation is just a year away, and she's in love with the boy of her dreams. Unfortunately, everything changes when Phaedra's boat goes down in a storm. Luckily, Phaedra survives, finding herself in a world beyond anything she could ever imagine. Not only does she discover that she is a Mermaid shifter of the underwater kingdom of Zenun, but the kingdom of Fallada--where fairytale creatures live and breathe--is depending on her. Phaedra risks losing everything: her perfect life, her family, even the boy she loves ... all for a cause she has no stake in.
Arrian Riverleaf, Elf prince of the Riverleaf Clan, has been shunned by his people for over a century. After his arrogance caused him to be cursed, he became a hideous creature, only a shadow of his former self. When Princess Phaedra arrives in Fallada, he does not intend her to steal his heart. With her lost love to compete with and his own insecurities over his unattractive face, Arrian fights his feelings, knowing she could never look beyond his curse to love him.
As the two fight together to save Phaedra's people, the realm of Fallada and the world of men will both hang in the balance as the battle between good and evil rages on.",Princess,Phaedra,female,Hero,MASTERY,29,Phaedra,"[('life', 2), ('town', 1), ('beach', 1), ('dreams', 1), ('boat', 1), ('family', 1)]","[('thought', 3), ('loves', 2), ('love', 2), ('liked', 2), ('found', 2), ('survives', 1), ('imagine', 1), ('discover', 1), ('depending', 1), ('loved', 1)]","[('finding', 1)]","[('shifter', 1)]"
22500644,"The incorrigible children of Ashton Place are especially naughty, but they can't help it: They were raised by wolves. Now that they've been adopted by an English lord and lady, adjusting to a genteel life won't be easy, even with a mysterious young governess to teach them about everything from French to forks. Perfect for fans of Lemony Snicket, The Incorrigible Children of Ashton Placebooks have been named a KirkusBest Book for Children, placed on the Kids' Indie Next List, and chosen as Chicago Public Library Best of the Best.
Together for the first time, this collection includes:
The Incorrigible Children of Ashton Place: Book I: The Mysterious Howling The Incorrigible Children of Ashton Place: Book II: The Hidden Gallery The Incorrigible Children of Ashton Place: Book III: The Unseen Guest",Ashton,Place,other,None,NONE,0,,,,,
15789567,"Seeking a fresh start, newly divorced Sarah and her daughter Elissa find the house of their dreams in a small, upscale, rural town. But when startling and unexplainable events begin to happen, Sarah and Elissa learn the town is in the shadows of a chilling secret. Years earlier, in the house next door, a daughter killed her parents in their beds, and disappeared - leaving only a brother, Ryan, as the sole survivor. Against Sarah's wishes, Elissa begins a relationship with the reclusive Ryan - and the closer they get, the deeper they're all pulled into a mystery more dangerous than they ever imagined.
This novel includes a fold-out poster!",Elissa,,female,Explorer,INDEPENDENCE,3,Elissa,[],"[('learn', 1), ('begins', 1), ('get', 1)]",[],[]
13133985,"In the future, teens rent their bodies to seniors who want to be young again. One girl discovers her renter plans to do more than party--her body will commit murder, if her mind can't stop it. Sixteen-year-old Callie lost her parents when the genocide spore wiped out everyone except those who were vaccinated first--the very young and very old. With no grandparents to claim Callie and her little brother, they go on the run, living as squatters, and fighting off unclaimed renegades who would kill for a cookie. Hope comes via Prime Destinations, run by a mysterious figure known only as The Old Man. He hires teens to rent their bodies to seniors, known as enders, who get to be young again. Callie's neurochip malfunctions and she wakes up in the life of her rich renter, living in her mansion, driving her cars, even dating Blake, the grandson of a senator. It's a fairy-tale new life . . . until she uncovers the Body Bank's horrible plan. . . .",Callie,,female,Innocent,INDEPENDENCE,37,Callie,"[('brother', 5), ('renter', 2), ('body', 2), ('parents', 1), ('malfunctions', 1), ('wakes', 1), ('mansion', 1), ('cars', 1), ('narration', 1), ('father', 1)]","[('finds', 2), ('have', 2), ('lost', 1), ('wakes', 1), ('uncovers', 1), ('takes', 1), ('do', 1), ('does', 1), ('expects', 1), ('makes', 1)]","[('claim', 1), ('left', 1)]",[]
256270,"While most 16-year-old girls are planning their weddings, Xueyan, known as Yanyan, has no interest at all in marriage. She is fascinated by medicine. In China in 1921, women rarely attend university, let alone medical school. Still, Yanyan is determined to become a doctor. But Yanyan's feelings about marriage change when she meets Liang Baoshu.
An outstanding scholar and martial arts student, Baoshu is passionate and dangerous. He is determined to rid China of the foreigners who occupy it and restore power to the Manchu dynasty. Life with him would be an adventure. But when Yanyan realizes that being with Baoshu would also mean sacrificing her dream of becoming a doctor, she faces the most difficult decision of her life. And her choice leads to an entirely new adventure an ocean away in America--where Yanyan is the foreigner. ""From the Hardcover edition.""",Liang,Baoshu,male,Outlaw,MASTERY,6,Baoshu,[],[],"[('meets', 1), ('following', 1)]","[('passionate', 1), ('dangerous', 1)]"
3066425,"In the beginning ... There was the Serpent, there for Eve's awakening, and for all the days since. Teacher, mentor, companion, friend, and more. There was God. The Creator. Quick to anger. Dangerous. Majestic.
There was Adam: as God said, a joy to behold.
And there was Eve.
These four hold the future in their hands. And only Eve -- or perhaps the Serpent, too -- wonders what lies outside the Garden of Eden. Passionate, witty, beautifully drawn, and utterly unforgettable, ""The Garden,"" a debut novel, remakes and offers insights into a story that forms a cornerstone of our understanding.",Eve,,female,Explorer,INDEPENDENCE,3,Eve,"[('awakening', 1)]","[('wonders', 1)]",[],[]
1320817,"When it comes to relationships, Colin Singleton's type is girls named Katherine. And when it comes to girls named Katherine, Colin is always getting dumped. Nineteen times, to be exact. On a road trip miles from home, this anagram-happy, washedup child prodigy has ten thousand dollars in his pocket, a bloodthirsty feral hog on his trail, and an overweight, Judge Judy-loving best friend riding shotgun-but no Katherines. Colin is on a mission to prove The Theorem of Underlying Katherine Predictability, which he hopes will predict the future of any relationship, avenge Dumpees everywhere, and finally win him the girl.",Katherine,,female,None,NONE,4,Katherines,[],"[('dumped', 1)]","[('riding', 1)]",[]
394841,"The #1 Bestseller!
Twelve-year-old Danny Walker may be the smallest kid on the basketball court -- but don't tell him that. Because no one plays with more heart or court sense. But none of that matters when he is cut from his local travel team, the very same team his father led to national prominence as a boy. Danny's father, still smarting from his own troubles, knows Danny isn't the only kid who was cut for the wrong reason, and together, this washed-up former player and a bunch of never-say-die kids prove that the heart simply cannot be measured.
For fans of The Bad News Bears, Hoosiers, the Mighty Ducks, and Mike Lupica's other New York Times bestselling novels Heat, The Underdogs, and Million-Dollar Throw, here is a book that proves that when the game knocks you down, champions stand tall.",Danny,Walker,male,Everyman,BELONGING,66,Danny,"[('father', 7), ('team', 4), ('dad', 4), ('situation', 1), ('friends', 1), ('mother', 1), ('sidekick', 1), ('Ross', 1), ('school', 1), ('town', 1)]","[('starts', 2), ('make', 2), ('feels', 2), ('gets', 1), ('fails', 1), ('set', 1), ('learns', 1), ('take', 1), ('empower', 1), ('has', 1)]","[('cut', 4), ('tell', 1), ('got', 1), ('crushed', 1), ('told', 1), ('tells', 1), ('have', 1)]","[('kid', 3), ('player', 2), ('short', 2), ('son', 1)]"
7148780,"""Romeo + Juliet gets an update in this story of forbidden love. Shakespeare's never been so hip."" -- Jenny B. Jones, author of The Charmed Life Series
As the popular darling of the junior class and heiress to the five-star Monrovi Inn empire, Kate has both everything and nothing. She's bored with school and life...until she locks eyes with Caleb at a school dance.
Caleb is new to Kate's exclusive prep school, and it's clear he doesn't fit in. In fact, he and his dad work in maintenance for Kate's father. And while Caleb knows better than to spend time with the boss's daughter, it seems that every time he tries to back away, something pulls him right back in.
When their parents demand that they are to stay away from each other, they learn of a fight between their families that occurred more than fifty years ago. It's a mystery Kate doesn't understand...but a legacy Caleb has endured his entire life.
With the world stacked against them, Caleb and Kate will have to walk by faith to find the path that God has planned for them.",Kate,,female,Lover,BELONGING,74,Kate,"[('family', 5), ('school', 2), ('friend', 2), ('friends', 2), ('father', 1), ('friendship', 1), ('grandfather', 1), ('virginity', 1), ('choice', 1), ('time', 1)]","[('have', 3), ('has', 2), ('cares', 2), ('locks', 1), ('understand', 1), ('does', 1), ('takes', 1), ('comes', 1), ('listen', 1), ('decide', 1)]","[('spoiled', 1), ('helps', 1), ('hating', 1), ('enjoyed', 1), ('liked', 1), ('found', 1)]","[('bored', 1), ('characters', 1), ('story', 1), ('wealthy', 1), ('kind', 1), ('white', 1), ('distraction', 1)]"
13420406,"Step into the Chemical Garden with an all-new eBook sampler!
Discover the world author Lauren DeStefano created in Wither, a riveting dystopian thriller. In the not-so-distant future, fallout from genetic engineering causes all females to die at age twenty, and all males to die at twenty-five. Kidnapped from her home and torn from her twin brother Rowan, sixteen-year-old Rhine is forced into a polygamous marriage and taken to live in her husband's mansion. She has everything she wants--except for freedom. But her plans to escape and return home are complicated by a devious father-in-law, as well as Rhine's growing attraction to Gabriel, a servant who works on the estate. Read the first 100 pages of Wither and be captivated by Rhine's journey.
This eBook sampler includes an EXCLUSIVE, never-before-published short story by Lauren DeStefano! ""The First Bride"" reveals the events leading up to Wither, from the point of view of the bride that came before Rhine.
Delve even deeper into Witherwith a map of the wives' floor, the Witherbook trailer, and a video that takes you behind the scenes of the Fever cover shoot.
You'll also get a sneak peak of Fever, the second book in the Chemical Garden trilogy, before it goes on sale 2/21/12!",Rhine,,female,Explorer,INDEPENDENCE,7,Rhine,"[('attraction', 1), ('journey', 1)]","[('has', 1), ('wants', 1)]","[('forced', 1)]",[]
21993152,"Jordie's cousin Todd has moved back to Montreal and is attending Jordie's high school. Todd has autism and requires an aide. Todd has not been welcomed in the school. He's known as a freak, and even other parents seem to resent Todd's special needs. Jordie does everything he can to distance himself from his cousin, fearful of what his friends might think. When he learns that Todd's whole family is buckling under the pressure of a hateful letter, Jordie starts to question his own behavior. But Todd's resources are unique, and he soon finds a way to prove his worth to his peers and to the community at large. Inspired by real-life events, Hate Mail examines the transformative power of speaking out against prejudice.",Todd,,male,Innocent,INDEPENDENCE,10,Todd,"[('needs', 1), ('family', 1), ('resources', 1), ('worth', 1), ('peers', 1)]","[('moved', 1), ('attending', 1), ('has', 1), ('requires', 1), ('finds', 1)]","[('welcomed', 1), ('known', 1)]",[]
18247973,"When Joe Beck, a fifteen-year-old suburban kid, gets lost in a disreputable neighborhood on his way to an appointment in London, he is struck dumb by his first sight of beautiful and seemingly innocent Candy. She talks with him, teases him, but reveals nothing about herself except her phone number. Later they have a perfect day at the London Zoo, and soon Joe is as addicted to Candy as she is to heroin, in spite of the threats of her menacing pimp Iggy. Almost nothing matters except his desire to free her from her terrible life-- not his band's chance for a recording contract, not the song he has written for her that has become a hit without him. But there is something that still matters to him, and when he rescues the young prostitute from her sordid rooming house and takes her into hiding to sweat out her addiction, Iggy finds and uses that one thing that is stronger than Joe's passion for Candy, in a heart-thumping, breathless conclusion.",Joe,Beck,male,Lover,BELONGING,14,Joe,"[('way', 1), ('sight', 1), ('desire', 1), ('band', 1), ('passion', 1)]","[('written', 1), ('rescues', 1)]","[('lost', 1), ('struck', 1), ('teases', 1)]",[]
22220289,"For fans of Laini Taylor's Daughter of Smoke and Bone series and Leigh Bardugo's Grisha trilogy comes the first book in the Dark Caravan Cycle, a modern fantasy-adventure trilogy about a gorgeous, fierce eighteen-year-old jinni who is pitted against two magnetic adversaries, both of whom want her--and need her--to make their wishes come true.Nalia is a jinni of tremendous ancient power, the only survivor of a coup that killed nearly everyone she loved. Now in hiding on the dark caravan--the lucrative jinni slave trade between Arjinna and Earth, where jinn are forced to grant wishes and obey their human masters' every command--she'd give almost anything to be free of the golden shackles that bind her to Malek, her handsome, cruel master, and his lavish Hollywood lifestyle.Enter Raif, the enigmatic leader of Arjinna's revolution and Nalia's sworn enemy. He promises to release Nalia from her master so that she can return to her ravaged homeland and free her imprisoned brother. There's just one catch: for Raif's unbinding magic to work, Nalia must gain possession of her bottle ... and convince the dangerously persuasive Malek that she truly loves him.",Nalia,,female,Magician,MASTERY,14,Nalia,"[('master', 2), ('lifestyle', 1), ('enemy', 1), ('homeland', 1), ('brother', 1), ('bottle', 1)]","[('loved', 1), ('give', 1), ('return', 1), ('free', 1), ('gain', 1), ('convince', 1), ('loves', 1)]","[('bind', 1), ('release', 1)]","[('jinni', 1)]"
25897490,"From the New York Times bestselling author of The Program comes a brand-new haunting, romantic, and suspenseful story about one girl's search for healing in a grand and mysterious hotel full of secrets.
Stay tonight. Stay forever.
When Audrey Casella arrives for an unplanned stay at the grand Hotel Ruby, she's grateful for the detour. Just months after their mother's death, Audrey and her brother, Daniel, are on their way to live with their grandmother, dumped on the doorstep of a DNA-matched stranger because their father is drowning in his grief.
Audrey and her family only plan to stay the night, but life in the Ruby can be intoxicating, extending their stay as it provides endless distractions--including handsome guest Elias Lange, who sends Audrey's pulse racing. However, the hotel proves to be as strange as it is beautiful. Nightly fancy affairs in the ballroom are invitation only, and Audrey seems to be the one guest who doesn't have an invite. Instead, she joins the hotel staff on the rooftop, catching whispers about the hotel's dark past.
The more Audrey learns about the new people she's met, the more her curiosity grows. She's torn in different directions--the pull of her past with its overwhelming loss, the promise of a future that holds little joy, and an in-between in a place that is so much more than it seems...
Welcome to the Ruby.",Audrey,Casella,female,Explorer,INDEPENDENCE,29,Audrey,"[('brother', 2), ('mom', 2), ('family', 1), ('racing', 1), ('curiosity', 1), ('past', 1), ('boyfriend', 1), ('Ryan', 1), ('dad', 1)]","[('arrives', 1), ('plan', 1), ('intoxicating', 1), ('seems', 1), ('joins', 1), ('learns', 1), ('feeling', 1), ('uses', 1), ('causing', 1), ('go', 1)]","[('met', 1), ('torn', 1), ('invited', 1)]","[('grateful', 1), ('brat', 1), ('b*tch', 1), ('horrible', 1)]"
23507677,"Growing up on Forge's streets has taught Kyra how to stretch a coin. And when that's not enough, her uncanny ability to scale walls and bypass guards helps her take what she needs.
But when the leader of the Assassins Guild offers Kyra a lucrative job, she hesitates. She knows how to get by on her own, and she's not sure she wants to play by his rules. But he is persistent-and darkly attractive-and Kyra can't quite resist his pull.
Tristam of Brancel is a young Palace knight on a mission. After his best friend is brutally murdered by the Demon Riders, a clan of vicious warriors who ride bloodthirsty wildcats, Tristam vows to take them down. But as his investigation deepens, he finds his efforts thwarted by a talented thief, one who sneaks past Palace defenses with uncanny ease.
When a fateful raid throws Kyra and Tristam together, the two enemies realize that their best chance at survival-and vengeance-might be to join forces. And as their loyalties are tested to the breaking point, they learn a startling secret about Kyra's past that threatens to reshape both their lives.
In her arresting debut novel, Livia Blackburne creates a captivating world where intrigue prowls around every corner-and danger is a way of life. Praise for Midnight Thief
Indies Introduce New Voices selection for Summer/Fall 2014 ""Blackburne's fast-paced fantasy will please fans of Leigh Bardugo and Tamora Pierce.""
-School Library Journal
""[A] dark, morally complex adventure.""
-Kirkus Reviews""Put this in the hands of fans of Suzanne Collins and Veronica Roth.""
-VOYA
""Blackburne's high fantasy is expansive, with entertaining characters and a well-constructed world.""
-Booklist",Kyra,,female,Outlaw,MASTERY,28,Kyra,"[('ability', 1), ('own', 1), ('past', 1), ('character', 1), ('head', 1), ('morals', 1)]","[('take', 1), ('needs', 1), ('hesitates', 1), ('knows', 1), ('wants', 1), ('resist', 1), ('going', 1), ('feeling', 1), ('had', 1), ('accepts', 1)]","[('taught', 1), ('throws', 1), ('using', 1)]","[('sure', 1), ('thief', 1)]"
26245158,"CE S-AR INTAMPLA DACA DAND GHES INIMII, ROSE SI-AR PIERDE CEA MAI BUNA PRIETENA PENTRU TOTDEAUNA?
Lissa Dragomir este o printesa moroi, cu un rarisim dar de a stapani magia spiritului. Ea trebuie aparata in orice moment de strigoi (mortii vii), cei mai fiorosi vampiri. Puternicul amestec de sange omenesc si vampiresc din venele Rosei Hathaway, cea mai buna prietena a Lissei, o face sa fie dhampir. Rose si-a dedicat viata unei misiuni mai mult decat primejdioase: s-o apere pe Lissa de strigoi, care si-au jurat s-o faca asemeni lor.
O premonitie intunecata incolteste in mintea lui Rose si umbre fantomatice prevestesc un rau cumplit ce se apropie tot mai mult de portile de fier ale Academiei. Strigoii strang cercul si cer razbunare pentru vietile luate de Rose. Intr-o lupta mai apriga decat cel mai infricosator cosmar, Rose va trebui sa aleaga intre viata, dragoste si cele doua fiinte care conteaza cel mai mult pentru ea... dar oare alegerea ei inseamna ca doar unul dintre ei va supravietui?",Lissa,de,female,None,NONE,0,,,,,
22740241,"0990364615 (ISBN13: 9780990364610) This is an alternate cover edition.
Will Moore has been Missy Jamison's best friend for years, and until recently, she hadn't considered going ""there"" with him for fear of losing the only relationship she trusts. But senior year is almost over and dating other people hasn't worked out, not with Missy's crazy home life constantly pushing her further into Will's safer world, making her attraction to her BFF more difficult to ignore.
When a forgery incident at school lands Missy under house arrest and banned from spending time with Will, she's unable to ignore her dysfunctional home life any longer. In a desperate attempt for self-preservation, Missy finds herself back with Will and this time things are different.
But the direct violation of her mother's edict proves the perfect catalyst to push her pill-popping mother over the edge and Missy's home life past the point of no return. Now her only chance for normalcy will require Missy to ask herself if staying silent for so many years was truly about protecting herself from her past, or more about protecting a mother who never protected her.",Missy,Jamison's,female,Lover,BELONGING,21,Missy,"[('life', 3), ('mother', 2), ('friend', 1), ('attraction', 1), ('BFF', 1), ('chance', 1), ('past', 1)]","[('considered', 1), ('trusts', 1), ('finds', 1)]","[('pushing', 1), ('finds', 1), ('require', 1), ('ask', 1), ('protecting', 1), ('protected', 1)]","[('unable', 1)]"
19204694,"Jeremy Walsh is a high school senior who's got big plans for his future -- namely, to perform at Carnegie Hall. But before he can get there, he needs to secure the solo in his renowned high school choir's Christmas concert and get into college. Everything seems to be on track until a cute new student, Zach Brooks, shows up and ruins all of Jeremy's plans by snatching the solo out from under him. With his college auditions looming and the Christmas concert fast approaching, Jeremy has more on his plate than he can handle. Can the magic of the Christmas season bring Jeremy and Zach together?",Jeremy,Walsh,male,Everyman,BELONGING,59,Jeremy,"[('choir', 2), ('resentment', 2), ('dreams', 2), ('future', 1), ('plans', 1), ('auditions', 1), ('plate', 1), ('jealousy', 1), ('behavior', 1), ('discouragement', 1)]","[('get', 2), ('has', 2), ('harbors', 2), ('needs', 1), ('handle', 1), ('auditions', 1), ('wants', 1), ('feels', 1), ('became', 1), ('believed', 1)]","[('bring', 1), ('devastated', 1), ('working', 1), ('kisses', 1), ('chosen', 1), ('ensuring', 1), ('attracted', 1), ('showing', 1)]","[('senior', 1), ('complex', 1)]"
